Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00    567.48     0.00        7     0.00     0.00  inp_init_
  0.00    567.48     0.00        7     0.00     0.00  nmcoef_
  0.00    567.48     0.00        6     0.00     0.00  bas_input_body_
  0.00    567.48     0.00        6     0.00     0.00  inp_search_
  0.00    567.48     0.00        6     0.00     0.00  inp_search_fast_
  0.00    567.48     0.00        6     0.00     0.00  memory_env_get_
  0.00    567.48     0.00        6     0.00     0.00  movecs_fix_phase_
  0.00    567.48     0.00        6     0.00     0.00  rohf_canon_sub0_
  0.00    567.48     0.00        6     0.00     0.00  rtdb_get_info_
  0.00    567.48     0.00        6     0.00     0.00  sym_init_inv_op_
  0.00    567.48     0.00        6     0.00     0.00  util_nwchemrc_get_
  0.00    567.48     0.00        5     0.00     0.00  bas_add_ucnt_
  0.00    567.48     0.00        5     0.00     0.00  bas_add_utag_
  0.00    567.48     0.00        5     0.00     0.00  bas_checksum_
  0.00    567.48     0.00        5     0.00     0.00  bas_get_coeff_
  0.00    567.48     0.00        5     0.00     0.00  bas_get_exponent_
  0.00    567.48     0.00        5     0.00     0.00  bas_summary_print_
  0.00    567.48     0.00        5     0.00     0.00  bq_get_active_
  0.00    567.48     0.00        5     0.00     0.00  clustrf5_
  0.00    567.48     0.00        5     0.00     0.00  clustrfix_
  0.00    567.48     0.00        5     0.00     0.00  clustrinv4_
  0.00    567.48     0.00        5     0.00     0.00  clustrinv5_
  0.00    567.48     0.00        5     0.00     0.00  dshellsort2_
  0.00    567.48     0.00        5     0.00     0.00  fil_int_lst
  0.00    567.48     0.00        5     0.00     0.00  fmemreq_
  0.00    567.48     0.00        5     0.00     0.00  geom_checksum_
  0.00    567.48     0.00        5     0.00     0.00  geom_compute_values_
  0.00    567.48     0.00        5     0.00     0.00  gshellsort_
  0.00    567.48     0.00        5     0.00     0.00  hdbm_clear
  0.00    567.48     0.00        5     0.00     0.00  hdbm_close
  0.00    567.48     0.00        5     0.00     0.00  hdbm_open
  0.00    567.48     0.00        5     0.00     0.00  int_nbf_max_
  0.00    567.48     0.00        5     0.00     0.00  mapdif1_
  0.00    567.48     0.00        5     0.00     0.00  mem_cpy
  0.00    567.48     0.00        5     0.00     0.00  menode_
  0.00    567.48     0.00        5     0.00     0.00  mgscs
  0.00    567.48     0.00        5     0.00     0.00  movecs_write_
  0.00    567.48     0.00        5     0.00     0.00  mxm25
  0.00    567.48     0.00        5     0.00     0.01  pdspev
  0.00    567.48     0.00        5     0.00     0.01  pdspev_
  0.00    567.48     0.00        5     0.00     0.01  pdspevx
  0.00    567.48     0.00        5     0.00     0.00  peigs_tldlfact
  0.00    567.48     0.00        5     0.00     0.01  pstebz10_
  0.00    567.48     0.00        5     0.00     0.00  pstein4
  0.00    567.48     0.00        5     0.00     0.00  pstein5
  0.00    567.48     0.00        5     0.00     0.00  sorteig
  0.00    567.48     0.00        5     0.00     0.00  tred2
  0.00    567.48     0.00        4     0.00     0.00  bas_create_
  0.00    567.48     0.00        4     0.00     0.00  bas_do_destroy_
  0.00    567.48     0.00        4     0.00     0.00  bas_get_so_handle_
  0.00    567.48     0.00        4     0.00     0.15  blinx_
  0.00    567.48     0.00        4     0.00     0.00  context_rtdb_match
  0.00    567.48     0.00        4     0.00     0.00  context_rtdb_match_
  0.00    567.48     0.00        4     0.00     0.00  fortchar_to_string
  0.00    567.48     0.00        4     0.00     0.00  ga_orthog_
  0.00    567.48     0.00        4     0.00     0.00  ga_orthog_vecs_
  0.00    567.48     0.00        4     0.00     0.00  gbs_map_clear_
  0.00    567.48     0.00        4     0.00     0.00  geom_rtdb_in_
  0.00    567.48     0.00        4     0.00     0.00  scf_movecs_write_
  0.00    567.48     0.00        4     0.00     0.00  util_nwchem_srcdir_
  0.00    567.48     0.00        3     0.00     0.00  bas_add_ucnt_init_
  0.00    567.48     0.00        3     0.00     0.00  bas_add_ucnt_tidy_
  0.00    567.48     0.00        3     0.00     0.00  bas_input_
  0.00    567.48     0.00        3     0.00     0.00  bas_input_cont_
  0.00    567.48     0.00        3     0.00     0.00  bas_library_file_
  0.00    567.48     0.00        3     0.00     0.00  bas_rtdb_add_
  0.00    567.48     0.00        3     0.00     0.00  bas_rtdb_do_store_
  0.00    567.48     0.00        3     0.00     0.00  bas_rtdb_out_
  0.00    567.48     0.00        3     0.00     0.00  bas_rtdb_store_
  0.00    567.48     0.00        3     0.00     0.00  bas_set_library_name_
  0.00    567.48     0.00        3     0.00     0.00  bas_set_spherical_
  0.00    567.48     0.00        3     0.00     0.00  blk_shells_
  0.00    567.48     0.00        3     0.00     0.07  ga_get2eri_
  0.00    567.48     0.00        3     0.00     0.00  ga_orthog_mos_
  0.00    567.48     0.00        3     0.00     0.00  geom_create_
  0.00    567.48     0.00        3     0.00     0.00  geom_destroy_
  0.00    567.48     0.00        3     0.00     0.00  geom_get_user_scale_
  0.00    567.48     0.00        3     0.00     0.00  geom_systype_get_
  0.00    567.48     0.00        3     0.00     0.00  int_mem_1e_
  0.00    567.48     0.00        3     0.00     0.00  int_mem_zero_
  0.00    567.48     0.00        3     0.00     0.00  rohf_canon_
  0.00    567.48     0.00        3     0.00     0.00  rohf_canon_subspace_
  0.00    567.48     0.00        3     0.00     0.00  rohf_get_fock_
  0.00    567.48     0.00        3     0.00    22.46  rohf_hessv_2e_
  0.00    567.48     0.00        3     0.00     0.00  rtdb_delete
  0.00    567.48     0.00        3     0.00     0.00  rtdb_delete_
  0.00    567.48     0.00        3     0.00     0.00  rtdb_seq_delete
  0.00    567.48     0.00        3     0.00     0.00  util_char_ga_brdcst_
  0.00    567.48     0.00        3     0.00     0.00  util_find_dir_
  0.00    567.48     0.00        3     0.00     0.00  util_ga2atoms_
  0.00    567.48     0.00        3     0.00     0.00  util_print_rtdb_load_
  0.00    567.48     0.00        2     0.00     0.00  api_is_atomic_basis_
  0.00    567.48     0.00        2     0.00     0.00  bas_cando_mpoles_
  0.00    567.48     0.00        2     0.00     0.00  bas_ecce_print_basis_
  0.00    567.48     0.00        2     0.00     0.00  bas_get_ecp_handle_
  0.00    567.48     0.00        2     0.00     0.00  bas_name_exist_rtdb_
  0.00    567.48     0.00        2     0.00     0.00  bas_nbf_cn_max_
  0.00    567.48     0.00        2     0.00     0.00  bas_vec_info_
  0.00    567.48     0.00        2     0.00     0.00  bgj_print_
  0.00    567.48     0.00        2     0.00     0.00  cons_active_
  0.00    567.48     0.00        2     0.00     0.00  cons_fxd_atoms_n_tag_
  0.00    567.48     0.00        2     0.00     0.00  cons_hbond_n_tag_
  0.00    567.48     0.00        2     0.00     0.00  cons_hdihed_n_tag_
  0.00    567.48     0.00        2     0.00     0.00  cons_inquire_
  0.00    567.48     0.00        2     0.00     0.00  cons_status_
  0.00    567.48     0.00        2     0.00     0.00  cons_status_tag_
  0.00    567.48     0.00        2     0.00     0.00  deter3_
  0.00    567.48     0.00        2     0.00     0.00  ecce_print1_char_
  0.00    567.48     0.00        2     0.00     0.00  ecce_print_control
  0.00    567.48     0.00        2     0.00     0.00  ecce_print_control_
  0.00    567.48     0.00        2     0.00     0.00  ecce_print_module_entry_
  0.00    567.48     0.00        2     0.00     0.00  ecce_print_module_exit_
  0.00    567.48     0.00        2     0.00     0.00  fock_2e_tidy_
  0.00    567.48     0.00        2     0.00     0.00  fortchar_to_string
  0.00    567.48     0.00        2     0.00     0.00  geom_cart_get_
  0.00    567.48     0.00        2     0.00     0.00  geom_check_input_quants_
  0.00    567.48     0.00        2     0.00     0.00  geom_rtdb_load_
  0.00    567.48     0.00        2     0.00     0.00  hdbm_file_copy
  0.00    567.48     0.00        2     0.00     0.00  hdbm_load
  0.00    567.48     0.00        2     0.00     0.00  hf2oi_
  0.00    567.48     0.00        2     0.00     0.00  inp_contains_
  0.00    567.48     0.00        2     0.00     0.00  inp_line_
  0.00    567.48     0.00        2     0.00     0.00  inp_ucase_
  0.00    567.48     0.00        2     0.00     0.01  input_parse_
  0.00    567.48     0.00        2     0.00     0.00  int2e_buf_clear_
  0.00    567.48     0.00        2     0.00     0.00  int2e_file_close_
  0.00    567.48     0.00        2     0.00     0.00  int_mem_dipole_
  0.00    567.48     0.00        2     0.00     0.00  is_ecce_print_on
  0.00    567.48     0.00        2     0.00     0.00  is_ecce_print_on_
  0.00    567.48     0.00        2     0.00     0.00  rtdb_first
  0.00    567.48     0.00        2     0.00     0.00  rtdb_first_
  0.00    567.48     0.00        2     0.00     0.00  rtdb_ma_get
  0.00    567.48     0.00        2     0.00     0.00  rtdb_ma_get_
  0.00    567.48     0.00        2     0.00     0.00  rtdb_seq_first
  0.00    567.48     0.00        2     0.00     0.00  rtdb_seq_ma_get
  0.00    567.48     0.00        2     0.00     0.00  scf_get_fock_param_
  0.00    567.48     0.00        2     0.00     0.00  shalfd_
  0.00    567.48     0.00        2     0.00     0.00  spcart_cart_overlap_
  0.00    567.48     0.00        2     0.00     0.00  spcart_init_
  0.00    567.48     0.00        2     0.00     0.00  spcart_terminate_
  0.00    567.48     0.00        2     0.00     0.00  starcd_
  0.00    567.48     0.00        2     0.00     0.00  string_to_fortchar
  0.00    567.48     0.00        2     0.00     0.00  txs_cor_norm_
  0.00    567.48     0.00        2     0.00     0.00  util_file_unlink
  0.00    567.48     0.00        2     0.00     0.00  util_file_unlink_
  0.00    567.48     0.00        2     0.00     0.00  util_getarg_
  0.00    567.48     0.00        2     0.00     0.00  util_pname0_
  0.00    567.48     0.00        2     0.00     0.00  util_pname_
  0.00    567.48     0.00        2     0.00     0.00  xlm_ptrsinva_
  0.00    567.48     0.00        1     0.00   517.54  MAIN__
  0.00    567.48     0.00        1     0.00     0.00  atcond_
  0.00    567.48     0.00        1     0.00     0.00  atomd_
  0.00    567.48     0.00        1     0.00     0.00  atscf_ecp_
  0.00    567.48     0.00        1     0.00     0.00  bas_destroy_
  0.00    567.48     0.00        1     0.00     0.00  bas_geobas_build_
  0.00    567.48     0.00        1     0.00     0.00  bas_print_
  0.00    567.48     0.00        1     0.00     0.00  bas_rtdb_do_load_
  0.00    567.48     0.00        1     0.00     0.00  bas_rtdb_load_
  0.00    567.48     0.00        1     0.00     0.00  bas_tag_lib_
  0.00    567.48     0.00        1     0.00     0.00  basis_is_rel_
  0.00    567.48     0.00        1     0.00     0.00  blk_pairs_
  0.00    567.48     0.00        1     0.00     0.00  blkpair_
  0.00    567.48     0.00        1     0.00     0.00  blksizer_
  0.00    567.48     0.00        1     0.00     0.00  blockin2_
  0.00    567.48     0.00        1     0.00     0.00  data_save_
  0.00    567.48     0.00        1     0.00     0.00  datoms_
  0.00    567.48     0.00        1     0.00     0.00  densid_z_
  0.00    567.48     0.00        1     0.00     0.00  dft_input_
  0.00    567.48     0.00        1     0.00     0.00  dosymops_
  0.00    567.48     0.00        1     0.00     0.00  ecce_print2
  0.00    567.48     0.00        1     0.00     0.00  ecce_print2_
  0.00    567.48     0.00        1     0.00     0.00  ecce_print_version
  0.00    567.48     0.00        1     0.00     0.00  ecce_print_version_
  0.00    567.48     0.00        1     0.00     0.00  emem_1e_
  0.00    567.48     0.00        1     0.00     0.00  emem_2e2c_
  0.00    567.48     0.00        1     0.00     0.00  emem_2e3c_
  0.00    567.48     0.00        1     0.00     0.00  emem_2e4c_
  0.00    567.48     0.00        1     0.00     0.00  emem_3ov_
  0.00    567.48     0.00        1     0.00     0.00  exact_mem_
  0.00    567.48     0.00        1     0.00     0.00  fock_force_direct_
  0.00    567.48     0.00        1     0.00     0.00  gensym_
  0.00    567.48     0.00        1     0.00     0.00  geom_cart_set_
  0.00    567.48     0.00        1     0.00     0.00  geom_center_of_mass_
  0.00    567.48     0.00        1     0.00     0.00  geom_charge_center_
  0.00    567.48     0.00        1     0.00     0.00  geom_ecp_get_
  0.00    567.48     0.00        1     0.00     0.00  geom_get_user_units_
  0.00    567.48     0.00        1     0.00     0.00  geom_getsym0_
  0.00    567.48     0.00        1     0.00     0.00  geom_hnd_parallel_
  0.00    567.48     0.00        1     0.00     0.00  geom_include_bqbq_
  0.00    567.48     0.00        1     0.00     0.01  geom_input_
  0.00    567.48     0.00        1     0.00     0.00  geom_masses_set_
  0.00    567.48     0.00        1     0.00     0.00  geom_momint0_
  0.00    567.48     0.00        1     0.00     0.00  geom_momint_
  0.00    567.48     0.00        1     0.00     0.00  geom_nuc_charge_
  0.00    567.48     0.00        1     0.00     0.00  geom_nuc_mpole_
  0.00    567.48     0.00        1     0.00     0.00  geom_nucexps_set_
  0.00    567.48     0.00        1     0.00     0.00  geom_print_
  0.00    567.48     0.00        1     0.00     0.00  geom_print_angles_
  0.00    567.48     0.00        1     0.00     0.00  geom_print_distances_
  0.00    567.48     0.00        1     0.00     0.00  geom_print_ecce_
  0.00    567.48     0.00        1     0.00     0.00  geom_print_rtdb_ecce_
  0.00    567.48     0.00        1     0.00     0.00  geom_print_xyz_
  0.00    567.48     0.00        1     0.00     0.00  geom_prt_angles_
  0.00    567.48     0.00        1     0.00     0.00  geom_rtdb_add_
  0.00    567.48     0.00        1     0.00     0.00  geom_rtdb_delete_
  0.00    567.48     0.00        1     0.00     0.00  geom_rtdb_out_
  0.00    567.48     0.00        1     0.00     0.00  geom_rtdb_store_
  0.00    567.48     0.00        1     0.00     0.00  geom_set_user_units_
  0.00    567.48     0.00        1     0.00     0.00  geom_uniquecent_get_
  0.00    567.48     0.00        1     0.00     0.00  geom_vel_set_
  0.00    567.48     0.00        1     0.00     0.00  geom_verify_coords_
  0.00    567.48     0.00        1     0.00     0.00  get_input_filename_
  0.00    567.48     0.00        1     0.00     0.00  get_memory2_
  0.00    567.48     0.00        1     0.00     0.00  getint_
  0.00    567.48     0.00        1     0.00     0.00  guess_dens_
  0.00    567.48     0.00        1     0.00     0.00  guess_dens_gen_
  0.00    567.48     0.00        1     0.00     0.00  guess_mem_
  0.00    567.48     0.00        1     0.00     0.00  hdbm_file_compress
  0.00    567.48     0.00        1     0.00     0.00  hnd_1emem_
  0.00    567.48     0.00        1     0.00     0.00  hnd_init_
  0.00    567.48     0.00        1     0.00     0.00  hnd_terminate_
  0.00    567.48     0.00        1     0.00     0.00  hnd_whermt_
  0.00    567.48     0.00        1     0.00     0.00  init70_
